"u1","u2","x1","x2","x3"
0.119343289639801,0.119342855942787,0.741340535416676,1.92246829370853,-0.574555309652447
0.653126653516665,0.34970894673986,-0.994941930090831,-1.53675954852428,-1.85345920524626
0.577994711929932,0.578138758892057,-1.11258913357204,1.96346530835959,1.01296511414921
0.214114548405632,0.787962115696391,-0.996366549805533,-1.69112583557714,-0.41779977951302
0.139518316602334,0.872260334571503,1.75727618972481,-1.16883425691225,0.812472227409358
0.218201322713867,0.763302382381669,-0.0789824764578373,-1.11490196979203,1.44181427284833
0.429579460527748,0.358371818144615,-0.142309393537851,0.330998979224304,1.27875845205035
0.448768785689026,0.448977439372083,-0.844573232953199,0.827232184894474,1.14449727238553
0.296837592031807,0.34873803736448,1.13225329250451,-0.866282982461015,-0.802176304708074
0.62009321176447,0.751002789114089,1.20499823278735,-0.911487656805893,-0.676315637355314
0.57987251598388,0.583402370482642,-1.32777210624037,0.853884992577034,-0.427720606416223
0.91140213701874,0.878301295523763,1.24331456445704,0.19664357855138,-1.11968075809795
0.779261322692037,0.23361025699042,0.80696755974576,-0.909831785345386,-1.79557582326451
0.584010147722438,0.571269486901731,1.99725917482422,0.116637775097408,1.61858118724871
0.982727458002046,0.982759326419815,-0.0614449481508954,1.37200813823836,1.52314044839364
0.354868730064481,0.354862252653342,1.76798151438153,1.97129836734807,0.24143998929897
0.847278841771185,0.836981798484004,-1.51701448336616,0.983906939950212,0.775953156795884
0.262043089605868,0.546231904452168,-0.54279739027519,-0.384344238914556,-0.0692876076112616
0.0960962530225515,0.13161639870095,-1.12996288555791,-0.32472374465637,-0.598003066401782
0.14453813363798,0.144746379854449,1.92105536140318,1.09254887673382,-0.0873569888565817
0.975204293848947,0.972718698053032,-0.598273450884303,0.816489832639633,-1.30089493667344
0.629423554055393,0.75871047508308,0.0298146039183642,-0.266998781290463,-1.33025814255619
0.742322163423523,0.794893029833835,1.84404064516491,-0.00654836546475535,-1.33226966497331
0.293128815479577,0.29500556636324,0.424656632921283,0.861614017143062,-0.240033567564617
0.918992007849738,0.0802753821273195,-1.3155500415999,-1.79235032669064,-1.854909252296
0.191514801466838,0.470606166661082,-0.822849799870941,-0.531790094887417,1.60903302752582
0.567661474691704,0.456039542862731,-1.53186215392284,-1.26005134641891,-1.90916482836031
0.27198762842454,0.271827058159426,1.68197900187994,1.52964034571941,1.3073489182819
0.597082488005981,0.598937147969108,1.83050813032453,0.668183866008436,-1.38801699649228
0.486084445379674,0.695381452408641,0.52953679838791,-1.06916961991108,-1.380597260642
0.280624282313511,0.275887710150615,-0.340676781868106,0.695072969883115,-1.95819260245232
0.226016893517226,0.11670409775708,0.73017138470792,0.0136755056549922,0.104554868764557
0.213186707813293,0.214210491461335,-0.027906331815007,0.747050298513404,1.38552343502933
0.326386434026062,0.780190874238607,0.764753725411909,-0.956923813492107,-1.63126215466733
0.0581397358328104,0.351585207160536,-0.592417173056298,-0.367702574751802,1.25029593682547
0.400282934540883,0.601367439249759,-1.57364865761243,-1.72483015858546,-1.78144398218832
0.267017947742715,0.33369184099302,0.0215235229894528,0.0273477445265353,-1.9028863758807
0.992071102606133,0.999528616899704,-1.88425206171757,0.00453098549578579,-0.00168964644437875
0.838734320597723,0.844683487571715,-1.93437449377457,0.949958518679479,-0.962628009082969
0.645649943035096,0.645862469454392,-0.549594457850036,1.25153405153688,0.773062555741984
0.569899664493278,0.570424695692872,1.2728784454932,1.15178678248011,1.69064362773471
0.160900672664866,0.160865983951728,0.0876607829622342,1.14624074205261,1.25946211209861
0.439107824815437,0.544024196279244,1.76585287271451,-0.230922926823693,1.67160014615811
0.557180774165317,0.509549805447765,-0.25398846450424,0.470146470307835,-1.07667649438855
0.358382914680988,0.228858313686684,-0.906714248517064,-0.0795451201955544,-1.8543005192266
0.430906252702698,0.430611136849022,-0.699818934542838,1.46956518229941,-0.963121677592385
0.351352118188515,0.630355478312658,-1.93472585836619,-1.21575476689066,-0.314319693747645
0.71693298779428,0.17893217770479,-1.83852809435018,-0.898215712722917,-0.459107033163078
0.432809178018942,0.433451784518154,-1.58104043737757,1.49773954805833,0.26830141166834
